Array IDX,Name,Card 1,Card 2,Shape,Hand,Rank
1109,Jc5d,Jc,5d,Offsuit,J5o,149
1110,Ks4h,Ks,4h,Offsuit,K4o,132
1111,Qh5h,Qh,5h,Suited,Q5s,69
1112,Ah3s,Ah,3s,Offsuit,A3o,109
1113,8c4h,8c,4h,Offsuit,84o,156
1114,8s2h,8s,2h,Offsuit,82o,168
1115,Tc5h,Tc,5h,Offsuit,T5o,157
1116,9s5h,9s,5h,Offsuit,95o,150
1117,Qs4s,Qs,4s,Suited,Q4s,71
1118,8c2d,8c,2d,Offsuit,82o,168
1119,4h4c,4c,4h,Pair,44,50
1120,Qs7h,Qs,7h,Offsuit,Q7o,131
1121,AhKd,Ah,Kd,Offsuit,AKo,11
1122,Jd4c,Jd,4c,Offsuit,J4o,152
1123,6s5h,6s,5h,Offsuit,65o,123
1124,4h2c,4h,2c,Offsuit,42o,154
1125,Js2s,Js,2s,Suited,J2s,89
1126,7h5s,7h,5s,Offsuit,75o,130
1127,Qs8c,Qs,8c,Offsuit,Q8o,115
1128,Ad6c,Ad,6c,Offsuit,A6o,113
1129,8h3c,8h,3c,Offsuit,83o,167
1130,Qh7d,Qh,7d,Offsuit,Q7o,131
1131,4c2c,4c,2c,Suited,42s,97
1132,AhTd,Ah,Td,Offsuit,ATo,42
1133,Kc8s,Kc,8s,Offsuit,K8o,112
1134,Jd3d,Jd,3d,Suited,J3s,87
1135,7h4d,7h,4d,Offsuit,74o,145
1136,Qc8d,Qc,8d,Offsuit,Q8o,115
1137,KdTc,Kd,Tc,Offsuit,KTo,45
1138,9s6s,9s,6s,Suited,96s,68
1139,Qd7d,Qd,7d,Suited,Q7s,61
1140,6c3d,6c,3d,Offsuit,63o,148
1141,Ts8c,Ts,8c,Offsuit,T8o,100
1142,AhAc,Ac,Ah,Pair,AA,1
1143,As5h,As,5h,Offsuit,A5o,101
1144,7c5s,7c,5s,Offsuit,75o,130
1145,Qs5h,Qs,5h,Offsuit,Q5o,141
1146,4s3s,4s,3s,Suited,43s,84
1147,Ts4s,Ts,4s,Suited,T4s,95
1148,Jd5c,Jd,5c,Offsuit,J5o,149
1149,Th4c,Th,4c,Offsuit,T4o,158
1150,3h2d,3h,2d,Offsuit,32o,159
1151,KcJd,Kc,Jd,Offsuit,KJo,31
1152,7d3d,7d,3d,Suited,73s,103
1153,8d2h,8d,2h,Offsuit,82o,168
1154,Jc4s,Jc,4s,Offsuit,J4o,152
1155,4s3h,4s,3h,Offsuit,43o,142
1156,6c2s,6c,2s,Offsuit,62o,163
1157,9c3d,9c,3d,Offsuit,93o,165
1158,3s2c,3s,2c,Offsuit,32o,159
1159,8s6c,8s,6c,Offsuit,86o,126
1160,4h2d,4h,2d,Offsuit,42o,154
1161,Ah2c,Ah,2c,Offsuit,A2o,117
1162,9c4c,9c,4c,Suited,94s,106
1163,Qs3h,Qs,3h,Offsuit,Q3o,144
1164,Tc8h,Tc,8h,Offsuit,T8o,100
1165,Tc7d,Tc,7d,Offsuit,T7o,124
1166,3s2s,3s,2s,Suited,32s,105
1167,KsQs,Ks,Qs,Suited,KQs,7
1168,Th5d,Th,5d,Offsuit,T5o,157
1169,QsQh,Qh,Qs,Pair,QQ,3
1170,7d3h,7d,3h,Offsuit,73o,161
1171,As3h,As,3h,Offsuit,A3o,109
1172,Qs2s,Qs,2s,Suited,Q2s,75
1173,QcTd,Qc,Td,Offsuit,QTo,49
1174,Tc2s,Tc,2s,Offsuit,T2o,162
1175,Ts9h,Ts,9h,Offsuit,T9o,73
1176,4c2d,4c,2d,Offsuit,42o,154
1177,9s9h,9h,9s,Pair,99,17
1178,8c3d,8c,3d,Offsuit,83o,167
1179,7c2c,7c,2c,Suited,72s,120
1180,Qh4c,Qh,4c,Offsuit,Q4o,143
1181,9c3s,9c,3s,Offsuit,93o,165
1182,7s5h,7s,5h,Offsuit,75o,130
1183,Ts5h,Ts,5h,Offsuit,T5o,157
1184,4c3d,4c,3d,Offsuit,43o,142
1185,9d7d,9d,7d,Suited,97s,54
1186,Qs6s,Qs,6s,Suited,Q6s,66
1187,5d2h,5d,2h,Offsuit,52o,151
1188,Tc2h,Tc,2h,Offsuit,T2o,162
1189,Qd9d,Qd,9d,Suited,Q9s,25
1190,8s6d,8s,6d,Offsuit,86o,126
1191,Jd5s,Jd,5s,Offsuit,J5o,149
1192,Kd5s,Kd,5s,Offsuit,K5o,128
1193,9h2s,9h,2s,Offsuit,92o,166
1194,8d6d,8d,6d,Suited,86s,62
1195,Kd2s,Kd,2s,Offsuit,K2o,135
1196,Td4c,Td,4c,Offsuit,T4o,158
1197,KsTc,Ks,Tc,Offsuit,KTo,45
1198,7h3s,7h,3s,Offsuit,73o,161
1199,Kd2c,Kd,2c,Offsuit,K2o,135
1200,7s7c,7c,7s,Pair,77,29
1201,Qc2h,Qc,2h,Offsuit,Q2o,146
1202,Qd6s,Qd,6s,Offsuit,Q6o,137
1203,Js7s,Js,7s,Suited,J7s,64
1204,7h4s,7h,4s,Offsuit,74o,145
1205,5d4h,5d,4h,Offsuit,54o,127
1206,AhJh,Ah,Jh,Suited,AJs,8
1207,8c5h,8c,5h,Offsuit,85o,139
1208,6c2c,6c,2c,Suited,62s,110
1209,Kd9c,Kd,9c,Offsuit,K9o,81
1210,As8h,As,8h,Offsuit,A8o,91
1211,Kc3h,Kc,3h,Offsuit,K3o,133
1212,Qc6h,Qc,6h,Offsuit,Q6o,137
1213,8s3d,8s,3d,Offsuit,83o,167
1214,Th8s,Th,8s,Offsuit,T8o,100
1215,9h9d,9d,9h,Pair,99,17
1216,8h3s,8h,3s,Offsuit,83o,167
1217,Jc6h,Jc,6h,Offsuit,J6o,147
1218,AsKs,As,Ks,Suited,AKs,4
1219,Qd7s,Qd,7s,Offsuit,Q7o,131
1220,QcJd,Qc,Jd,Offsuit,QJo,35
1221,8c7c,8c,7c,Suited,87s,48
1222,4d4c,4c,4d,Pair,44,50
1223,8s4h,8s,4h,Offsuit,84o,156
1224,Kc5d,Kc,5d,Offsuit,K5o,128
1225,7s6h,7s,6h,Offsuit,76o,121
1226,5c4d,5c,4d,Offsuit,54o,127
1227,Jh6s,Jh,6s,Offsuit,J6o,147
1228,As6c,As,6c,Offsuit,A6o,113
1229,6h3h,6h,3h,Suited,63s,90
1230,6s2c,6s,2c,Offsuit,62o,163
1231,Ks2d,Ks,2d,Offsuit,K2o,135
1232,Ad2s,Ad,2s,Offsuit,A2o,117
1233,5h2c,5h,2c,Offsuit,52o,151
1234,9h8d,9h,8d,Offsuit,98o,99
1235,4h4d,4d,4h,Pair,44,50
1236,KsTh,Ks,Th,Offsuit,KTo,45
1237,Th7h,Th,7h,Suited,T7s,57
1238,9s3h,9s,3h,Offsuit,93o,165
1239,Ah6c,Ah,6c,Offsuit,A6o,113
1240,Tc4c,Tc,4c,Suited,T4s,95
1241,Kd6s,Kd,6s,Offsuit,K6o,125
1242,Kh2s,Kh,2s,Offsuit,K2o,135
1243,9c8c,9c,8c,Suited,98s,40
1244,4s2d,4s,2d,Offsuit,42o,154
1245,6d3d,6d,3d,Suited,63s,90
1246,AhTc,Ah,Tc,Offsuit,ATo,42
1247,AsQh,As,Qh,Offsuit,AQo,18
1248,Jh4h,Jh,4h,Suited,J4s,86
1249,Js4d,Js,4d,Offsuit,J4o,152
1250,8s2s,8s,2s,Suited,82s,118
1251,7s2c,7s,2c,Offsuit,72o,169
1252,Jh5c,Jh,5c,Offsuit,J5o,149
1253,Jh6c,Jh,6c,Offsuit,J6o,147
1254,Qc7h,Qc,7h,Offsuit,Q7o,131
1255,Ts2d,Ts,2d,Offsuit,T2o,162
1256,Jh2h,Jh,2h,Suited,J2s,89
1257,7d7c,7c,7d,Pair,77,29
1258,7c6c,7c,6c,Suited,76s,56
1259,Kh4s,Kh,4s,Offsuit,K4o,132
1260,8s2d,8s,2d,Offsuit,82o,168
1261,Ts3h,Ts,3h,Offsuit,T3o,160
1262,Kd9h,Kd,9h,Offsuit,K9o,81
1263,6s5c,6s,5c,Offsuit,65o,123
1264,7s4c,7s,4c,Offsuit,74o,145
1265,Qd5s,Qd,5s,Offsuit,Q5o,141
1266,Kh8d,Kh,8d,Offsuit,K8o,112
1267,AdAc,Ac,Ad,Pair,AA,1
1268,Ts9c,Ts,9c,Offsuit,T9o,73
1269,Kd6c,Kd,6c,Offsuit,K6o,125
1270,Js8h,Js,8h,Offsuit,J8o,108
1271,Ah5h,Ah,5h,Suited,A5s,28
1272,9d4s,9d,4s,Offsuit,94o,164
1273,7s6s,7s,6s,Suited,76s,56
1274,Qh2d,Qh,2d,Offsuit,Q2o,146
1275,9d8h,9d,8h,Offsuit,98o,99
1276,Js6c,Js,6c,Offsuit,J6o,147
1277,AcTs,Ac,Ts,Offsuit,ATo,42
1278,Td2s,Td,2s,Offsuit,T2o,162
1279,Kd3d,Kd,3d,Suited,K3s,59
1280,8c3s,8c,3s,Offsuit,83o,167
1281,Kc2d,Kc,2d,Offsuit,K2o,135
1282,7d4s,7d,4s,Offsuit,74o,145
1283,As2h,As,2h,Offsuit,A2o,117
1284,As7s,As,7s,Suited,A7s,30
1285,JsJh,Jh,Js,Pair,JJ,5
1286,Jc7h,Jc,7h,Offsuit,J7o,129
1287,6d2h,6d,2h,Offsuit,62o,163
1288,Js2d,Js,2d,Offsuit,J2o,155
1289,Kc4h,Kc,4h,Offsuit,K4o,132
1290,KdJs,Kd,Js,Offsuit,KJo,31
1291,Kh7s,Kh,7s,Offsuit,K7o,122
1292,9h8h,9h,8h,Suited,98s,40
1293,5h2d,5h,2d,Offsuit,52o,151
1294,KhJh,Kh,Jh,Suited,KJs,9
1295,Th8c,Th,8c,Offsuit,T8o,100
1296,ThTc,Tc,Th,Pair,TT,10
1297,6d2d,6d,2d,Suited,62s,110
1298,Qc4d,Qc,4d,Offsuit,Q4o,143
1299,Kc6c,Kc,6c,Suited,K6s,53
1300,Jd4d,Jd,4d,Suited,J4s,86
1301,7h2h,7h,2h,Suited,72s,120
1302,5d2s,5d,2s,Offsuit,52o,151
1303,Td3c,Td,3c,Offsuit,T3o,160
1304,8d3d,8d,3d,Suited,83s,116
1305,Kh9c,Kh,9c,Offsuit,K9o,81
1306,Qh3d,Qh,3d,Offsuit,Q3o,144
1307,Jd8c,Jd,8c,Offsuit,J8o,108
1308,4h3h,4h,3h,Suited,43s,84
1309,7c3s,7c,3s,Offsuit,73o,161
1310,5s4d,5s,4d,Offsuit,54o,127
1311,Ad3d,Ad,3d,Suited,A3s,33
1312,Jh8c,Jh,8c,Offsuit,J8o,108
1313,Td2h,Td,2h,Offsuit,T2o,162
1314,Th5s,Th,5s,Offsuit,T5o,157
1315,9d2c,9d,2c,Offsuit,92o,166
1316,Kd9s,Kd,9s,Offsuit,K9o,81
1317,As7c,As,7c,Offsuit,A7o,102
1318,Ts4c,Ts,4c,Offsuit,T4o,158
1319,5s3c,5s,3c,Offsuit,53o,138
1320,Kc2c,Kc,2c,Suited,K2s,60
1321,As8s,As,8s,Suited,A8s,24
1322,AdQd,Ad,Qd,Suited,AQs,6
1323,9h6h,9h,6h,Suited,96s,68
1324,8s7s,8s,7s,Suited,87s,48
1325,Ad8c,Ad,8c,Offsuit,A8o,91
